director,main_actor,name,puntuaciones,rating,sec_actor,time_genre
"Stanley Kubrick,Martin Scorsese,Dean DeBlois,David Yates,Chad Stahelski,Hamilton Luske,Clyde Geronimi,Wilfred Jackson,Clint Eastwood,Dean DeBlois,Frank Capra,Robert Zemeckis","Matthew Modine,Robert De Niro,Jay Baruchel,Daniel Radcliffe,Keanu Reeves,Larry Roberts,Meryl Streep,James Stewart,Michael J. Fox","La chaqueta metálica,Toro salvaje,Cómo entrenar a tu dragón 3,Harry Potter y la Orden del Fénix,John Wick: Pacto de sangre,La dama y el vagabundo,Los puentes de Madison,Cómo entrenar a tu dragón 2,¡Qué bello es vivir!,Regreso al futuro II"," Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Usuarios ,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","4,4,4,3,--,4,6,4,3,--,3,7,4,3,3,0,--,4,3,4,3,3,0,--,3,9,4,3,4,0,--,4,3,--,3,8,4,3,--,3,5,4,3,4,0,--,4,7,4,3,--,3,3,4,3,4,5,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Arliss Howard,Cathy Moriarty,America Ferrera,Rupert Grint,Riccardo Scamarcio,Barbara Luddy,Cate Blanchett,Donna Reed,Christopher Lloyd","
1h 56min
,
,,
,
,
2h 09min
,
,,
,
,
1h 44min
,
,,
,,
,
,
2h 18min
,
,,
,,
,
,
2h 03min
,
,
,
1h 15min
,
,,
 ,,
,
,
2h 15min
,
,,
,
,
1h 43min
,
,,
,,
,
,
2h 09min
 ,
,,
,,
,
,
1h 47min
,
,,
,,

,
"
"Gus Van Sant,Josh Boone,Hayao Miyazaki,Juan José Campanella,Chris Renaud,Pierre Coffin,Ron Howard,Francis Ford Coppola,John Musker,Ron Clements,Henry Selick,Michael Gracey","Matt Damon,Shailene Woodley,Gillian Anderson,Ricardo Darín,Steve Carell,Russell Crowe,Gary Oldman,Auli'i Cravalho,Dakota Fanning,Hugh Jackman","El indomable Will Hunting,Bajo la misma estrella,La princesa Mononoke,El Secreto de Sus Ojos,Gru, mi villano favorito,Una mente maravillosa,Drácula de Bram Stoker,Vaiana,Los mundos de Coraline,El gran showman"," Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","3,6,4,3,3,5,--,3,7,4,3,3,0,--,4,3,4,3,5,0,--,3,8,4,3,3,0,--,3,0,4,3,3,0,--,4,3,4,3,3,0,--,3,8,4,3,3,5,--,4,0,4,3,4,0,--,4,3,4,3,4,5,--,3,0,4,3,2,5,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Robin Williams,Ansel Elgort,Claire Danes,Soledad Villamil,Jason Segel,Ed Harris,Winona Ryder,Dwayne Johnson,Teri Hatcher,Zac Efron","

2h 06min
,
,
,
2h 05min
,
,,
,
,
2h 15min
,
,,
,
,
2h 09min
,
,,
,,
,
,
1h 35min
,
,
,
2h 14min
,
,
,
2h 08min
,
,,
,,
,
,
1h 47min
,
,,
,
,
1h 40min
,
,,
,,
,
,
1h 44min
,
,,
,
"
"Brad Bird,Martin Scorsese,Thea Sharrock,David Fincher,Edward Zwick,James Gunn,Edward Zwick,John Musker,Ron Clements,James Cameron,Martin McDonagh","Craig T. Nelson,Leonardo DiCaprio,Emilia Clarke,Brad Pitt,Anthony Hopkins,Chris Pratt,Tom Cruise,Jodi Benson,Sam Worthington,Frances McDormand","Los Increíbles 2,Shutter Island,Antes de ti,El club de la lucha,Leyendas de pasión,Guardianes de la galaxia,El último samurái,La sirenita,Avatar,Tres anuncios en las afueras"," Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","4,1,4,3,4,5,--,2,2,4,3,4,0,--,2,9,4,3,--,3,9,4,2,4,0,--,2,6,4,2,--,4,2,4,2,4,5,--,4,2,3,0,--,4,1,4,2,--,3,1,4,2,1,0,--,3,9,4,2,4,0,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Holly Hunter,Mark Ruffalo,Sam Claflin,Edward Norton,Zoe Saldana,Billy Connolly,Claire Guyot,Woody Harrelson","
1h 58min
,
,,
,,
,
,

2h 17min
,
,
,
1h 50min
,
,,
,
,
2h 19min
,
,,
,
,
2h 13min
,
,,
,
,
2h 01min
,
,,
,
,
2h 24min
,
,,
,
,
1h 23min
,
,,
,,
,
,
2h 42min
,

,,
,
,
1h 56min
,
,

"
"Byron Howard,Nathan Greno,Brian De Palma,Anthony Russo,Joe Russo,Hayao Miyazaki,Peter Weir,Jorge R. Gutierrez,Gabriele Muccino,Damien Chazelle,Jerry Zucker,Karan Johar","Mandy Moore,Kevin Costner,Chris Evans,Chieko Baisho,Jim Carrey,Diego Luna,Will Smith,Miles Teller,Patrick Swayze,Shah Rukh Khan","Enredados (Rapunzel),Los intocables de Eliot Ness,Capitán América: Civil War,El castillo ambulante,El show de Truman (Una vida en directo),El libro de la vida,Siete almas,Whiplash,Ghost (Más allá del amor),Mi nombre es Khan"," Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","3,5,4,2,3,0,--,4,0,4,2,--,4,2,4,2,4,5,--,4,2,4,0,--,4,8,4,2,4,5,--,3,1,4,2,4,0,--,2,0,4,2,2,0,--,4,2,4,2,4,0,--,4,2,2,5,--,2,0,4,2,2,5,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Zachary Levi,Sean Connery,Robert Downey Jr.,Takuya Kimura,Laura Linney,Zoe Saldana,Rosario Dawson,J.K. Simmons,Demi Moore,Kajol Devgn","
1h 41min
,
,,
,
,
1h 59min
,
,
,
2h 28min
,
,,
,
,
1h 59min
,
,,
,
,

1h 43min
,
,,
,
,
1h 35min
,
,,

,,
,
,
2h 03min
,
,
,
1h 47min
,
,,
,
,
2h 06min
,
,,
,,
,
,
2h 45min
,
,,
,
"
"Marc Webb,James Gunn,Cecil B. DeMille,Christopher Nolan,Christopher Nolan,Zack Snyder,Stanley Kubrick,David Yates,James McTeigue,Sam Raimi","Chris Evans,Chris Pratt,Charlton Heston,Hugh Jackman,Guy Pearce,Gerard Butler,Kirk Douglas,Daniel Radcliffe,Natalie Portman,Tobey Maguire","Un don excepcional,Guardianes de la galaxia vol. 2,Los Diez Mandamientos,El Truco Final (El Prestigio),Memento,300,Senderos de gloria,Harry Potter y el Misterio del Príncipe,V de Vendetta,Spider-Man"," Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","3,2,4,2,--,3,7,4,2,4,0,--,4,2,--,4,1,4,2,4,0,--,4,3,4,2,3,0,--,2,5,4,2,1,0,--,4,3,4,2,--,2,0,4,2,3,0,--,4,2,4,2,2,5,--,3,8,4,2,4,0,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Mckenna Grace,Zoe Saldana,Yul Brynner,Christian Bale,Carrie-Anne Moss,Lena Headey,Ralph Meeker,Rupert Grint,Hugo Weaving,Willem Dafoe","
1h 41min
,
,
,
2h 16min
,
,,
,,
,
,
3h 40min
,
,,
,,
,
,
2h 08min
,
,,
,
,

1h 56min
,
,
,
1h 55min
,
,,
,,
,
,
1h 28min
,
,,
,
,
2h 32min
,
,,
,
,
2h 10min
,
,,
,

,
2h 01min
,
,,
,
"
"John Lasseter,Ash Brannon,Lee Unkrich,Scott Derrickson,John Sturges,Victor Fleming,King Vidor,George Cukor,Loveleen Tandan,Danny Boyle,David Fincher,Alejandro Amenábar,George Lucas,Ben Sharpsteen,Norman Ferguson,Wilfred Jackson,Kevin Costner,Kevin Reynolds","Tom Hanks,Benedict Cumberbatch,Steve McQueen,Judy Garland,Dev Patel,Brad Pitt,Nicole Kidman,Hayden Christensen,Verna Felton","Toy Story 2: Los juguetes vuelven a la carga,Doctor Strange (Doctor Extraño),La gran evasión,El mago de Oz,Slumdog Millionaire,El curioso caso de Benjamin Button,Los otros,Star Wars: Episodio III - La venganza de los Sith,Dumbo,Bailando con lobos"," Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","4,8,4,2,4,5,--,3,5,4,2,4,0,--,5,0,4,2,--,4,5,4,2,--,3,1,4,2,2,0,--,4,0,4,2,4,0,--,3,2,4,2,3,5,--,4,2,2,5,--,4,9,4,2,--,4,4,4,2,3,0,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Tim Allen,Chiwetel Ejiofor,Charles Bronson,Frank Morgan,Freida Pinto,Cate Blanchett,Elaine Cassidy,Ewan McGregor,Herman Bing,Mary McDonnell","
1h 33min
,
,,

,,
,
,
1h 55min
,
,,
,
,
2h 49min
,
,,
,
,
1h 41min
,
,,
,
,
2h 00min
,
,,
,,
,
,

2h 35min
,
,,
,,
,
,
1h 45min
,
,,
,,
,
,
2h 20min
,
,,
,,
,
,
1h 04min
,
,,
,
,
3h 54min
,
,
"
"Steve McQueen (II),Francis Lawrence,John Lasseter,Jean-Jacques Annaud,Patricia Riggen,Luc Besson,Henry Selick,Steven Spielberg,Michael Curtiz,Martin Scorsese","Chiwetel Ejiofor,Will Smith,Owen Wilson,Sean Connery,Jennifer Garner,Jean Reno,Olivier Constantin,Leonardo DiCaprio,Humphrey Bogart","12 años de esclavitud,Soy leyenda,Cars,El nombre de la rosa,Los milagros del cielo,El profesional (Léon),Pesadilla antes de Navidad 3D,Atrápame si puedes,Casablanca,El lobo de Wall Street"," Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Usuarios ,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ,Usuarios,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","4,4,4,2,4,0,--,3,2,4,2,3,5,--,3,2,4,2,3,0,--,4,2,--,2,8,4,2,--,3,0,4,2,1,5,--,4,2,--,3,8,4,2,3,5,--,4,8,4,2,--,3,6,4,2,3,5,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Michael Fassbender,Alice Braga,Paul Newman,Christian Slater,Kylie Rogers,Gary Oldman,Dorothée Jemma,Tom Hanks,Ingrid Bergman,Jonah Hill","
2h 13min
,
,,
,
,
1h 40min
,
,
,
1h 36min
,
,,

,,
,
,
2h 11min
,
,,
,,
,
,
1h 49min
,
,
,
1h 43min
,
,,
,
 ,
1h 15min
,
,,
,,
,
,
2h 21min
,
,,
 ,
,
1h 42min
,
,,
,
,
2h 59min
,
,,
,
"
"Patty Jenkins,Charles Martin Smith,James Marsh,Peter Farrelly,Hamilton Luske,Wilfred Jackson,Clyde Geronomi,Richard Curtis,Tim Miller,James Wan,Stanley Donen,Gene Kelly,Wolfgang Reitherman","Gal Gadot,Bryce Dallas Howard,Eddie Redmayne,Viggo Mortensen,Kathryn Beaumont,Domhnall Gleeson,Ryan Reynolds,Vera Farmiga,Jean Hagen,Sebastian Cabot","Wonder Woman,Uno más de la familia,La teoría del todo,Green Book,Alicia en el País de las Maravillas,Una cuestión de tiempo,Deadpool,Expediente Warren: The Conjuring,Cantando bajo la lluvia,El libro de la selva"," Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Mis amigos ","3,9,4,2,3,5,--,2,8,4,2,--,3,6,4,2,3,5,--,3,6,4,2,3,5,--,4,2,--,3,3,4,2,3,0,--,3,9,4,2,3,5,--,3,3,4,2,3,5,--,4,8,4,2,--,4,5,4,2,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Chris Pine,Ashley Judd,Felicity Jones,Mahershala Ali,Ed Wynn,Bill Nighy,Morena Baccarin,Patrick Wilson,Bruce Reitherman","
2h 21min
,
,,
,,
,
,

1h 36min
,
,,
,,
,
,
2h 03min
,
,,
,

,
2h 10min
,
,,
,
,
1h 13min
,
,,
,,
,
,
2h 03min
,
,
,
1h 48min
,
,,
,,

,
,
1h 50min
,
,
,
1h 43min
,
,
,
1h 18min
,
,,
,,
,
"
"Peter Ramsey,Mel Gibson,Michel Gondry,Chris Buck,Jennifer Lee,Steven Caple Jr.,Stanley Kubrick,Robert Stevenson,Edward Zwick,Clint Eastwood,Alfred Hitchcock","Chris Pine,Rudy Youngblood,Jim Carrey,Kristen Bell,Michael B. Jordan,Kirk Douglas,Julie Andrews,Leonardo DiCaprio,Tim Robbins,Cary Grant","El origen de los Guardianes,Apocalypto,¡Olvídate de mi!,Frozen, el reino del hielo,Creed II: La leyenda de Rocky,Espartaco,Mary Poppins,Diamante de sangre,Mystic River,Con la muerte en los talones"," Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Usuarios ,Mis amigos , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos ","3,1,4,2,2,0,--,2,9,4,2,3,0,--,4,6,4,2,4,5,--,4,0,4,2,3,0,--,3,3,4,2,--,4,2,--,4,2,4,0,--,2,9,4,2,2,0,--,4,2,4,2,4,0,--,4,3,4,2,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Isla Fisher,Raoul Trujillo,Kate Winslet,Idina Menzel,Sylvester Stallone,Laurence Olivier,Dick Van Dyke,Djimon Hounsou,Kevin Bacon,Eva Marie Saint","
1h 37min

,
,,
,,
,
,
2h 18min
,

,,
,,
,
,
1h 48min
,
,,
,,
,
,
1h 42min
,
,,
,,
,
,
2h 10min
,
,,
,
,
3h 18min
,
,,
,,
,
,
2h 19min
,
,,
,,

,
,
2h 23min
,
,,
,,
,
,
2h 17min
,
,,
,,
,
,
2h 16min
,
,,
,
"
"Michael Mann,Wilfred Jackson,Hamilton Luske,Clyde Geronimi,Sergio Leone,David Yates,Luca Guadagnino,F. Gary Gray,Garry Marshall,Darren Aronofsky,Byron Howard,Jared Bush,Rich Moore,Denis Villeneuve","Daniel Day-Lewis,Ilene Woods,Henry Fonda,Daniel Radcliffe,Armie Hammer,Gerard Butler,Anne Hathaway,Jared Leto,Ginnifer Goodwin,Hugh Jackman","El último mohicano,La cenicienta,Hasta que llegó su hora,Harry Potter y las reliquias de la muerte: Parte 1,Call Me By Your Name,Un ciudadano ejemplar,Princesa por sorpresa 2,Réquiem por un sueño,Zootrópolis,Prisioneros"," Usuarios ,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","4,2,--,3,5,4,2,--,3,6,4,2,--,2,5,4,2,2,5,--,4,8,4,2,3,5,--,2,0,4,2,3,0,--,3,3,4,2,1,5,--,4,5,4,2,4,0,--,3,9,4,2,3,5,--,3,7,4,2,3,5,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Madeleine Stowe,Eleanor Audley,Charles Bronson,Rupert Grint,Timothée Chalamet,Jamie Foxx,Julie Andrews,Ellen Burstyn,Jason Bateman,Jake Gyllenhaal","
2h 02min
,
 ,,
,,
,
,
1h 15min
,
,,
,,
,
,
2h 55min
,
,
,
2h 25min
,
,,
,
,
2h 11min
,
,,
,
,
1h 49min
,
,,
,,
,
,
1h 53min
,
,,
,
,
1h 42min
,
,

,
1h 48min
,
,,
,,
,
,
2h 33min
,
,
"
"Martin Scorsese,Wolfgang Petersen,Anthony Russo,Joe Russo,Frank Marshall,Morten Tyldum,James Cameron,Barry Levinson,Theodore Melfi,Jean-Jacques Annaud,Quentin Tarantino","Robert De Niro,Brad Pitt,Chris Evans,Paul Walker,Benedict Cumberbatch,Arnold Schwarzenegger,Dustin Hoffman,Taraji P. Henson,Jude Law,Uma Thurman","El irlandés,Troya,Capitán América: El soldado de invierno,Bajo cero,The Imitation Game (Descifrando Enigma),Terminator,Rain Man (El hombre de la lluvia),Figuras ocultas,Enemigo a las puertas,Kill Bill Volumen 2"," Medios , Usuarios ,Mis amigos , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","4,6,4,2,--,4,2,3,0,--,3,3,4,2,3,0,--,2,8,4,2,3,0,--,3,0,4,2,4,0,--,3,9,4,2,--,4,1,4,2,--,3,4,4,2,3,0,--,4,2,3,0,--,4,3,4,2,3,0,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Al Pacino,Eric Bana,Scarlett Johansson,Jason Biggs,Keira Knightley,Michael Biehn,Tom Cruise,Octavia Spencer,Rachel Weisz,David Carradine","
3h 29min
,
,,
 ,
,
2h 35min
,
,,
,,
,
,
2h 16min
,
,,
,,
,
,

2h 00min
,
,,
,
,
1h 55min
,
,,
 ,
,
1h 48min
,
,,
,
,
2h 13min
,
,
,
2h 07min
,
,,
,
,
2h 10min
,
,,
,,
,
,
2h 15min
,
,,
,
"
"Steven Soderbergh,Tom Shadyac,Tim Burton,Guillermo del Toro,Danny Boyle,Gavin O'Connor,Chiwetel Ejiofor,Jon Favreau,Joel Coen,Ethan Coen,David Leitch","George Clooney,Robin Williams,Johnny Depp,Ivana Baquero,Ewan McGregor,Joel Edgerton,Neel Sethi,William H. Macy,Ryan Reynolds","Ocean's Eleven,Patch Adams,Charlie y la fábrica de chocolate,El laberinto del fauno,Trainspotting,Warrior,El niño que domó el viento,El libro de la selva,Fargo,Deadpool 2"," Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Usuarios ,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","3,8,4,2,3,0,--,2,0,4,2,1,0,--,3,8,4,2,3,0,--,4,9,4,2,4,5,--,3,7,4,2,4,0,--,4,2,--,3,6,4,2,--,3,7,4,2,4,0,--,3,8,4,2,5,0,--,3,5,4,2,3,5,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Brad Pitt,Josef Sommer,Freddie Highmore,Sergi López,Ewen Bremner,Tom Hardy,Aïssa Maïga,Ben Kingsley,Frances McDormand,Josh Brolin","
1h 57min
,

,,
,,
,
,
1h 55min
,
,,
,
,
1h 55min
,
,,
,,
,
,
1h 52min
,
,,
,
,
1h 33min
,
,,
,
,
2h 20min
,
,,
,
,
1h 53min
,
,
,
1h 46min
,
,,

,,
,
,
1h 37min
,
,,
,
,
2h 00min
,
,,
,,
,
"
"Guy Ritchie,Kelly Asbury,Lorna Cook,Sam Raimi,Angus MacLane,Andrew Stanton,Matthew Vaughn,Christopher Nolan,Paul Greengrass,Stephen Chbosky,Tom Hooper,Oriol Paulo","Will Smith,Matt Damon,Tobey Maguire,Ellen DeGeneres,Taron Egerton,Fionn Whitehead,Logan Lerman,Hugh Jackman,Mario Casas","Aladdin,Spirit: El corcel indomable,Spider-Man 2,Buscando a Dory,Kingsman: Servicio secreto,Dunkerque,El ultimátum de Bourne,Las ventajas de ser un marginado,Los Miserables,Contratiempo"," Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","2,8,4,2,3,0,--,3,0,4,2,--,4,5,4,2,3,0,--,3,7,4,2,4,0,--,3,1,4,2,4,5,--,4,7,4,2,5,0,--,4,6,4,2,4,5,--,3,4,4,2,3,0,--,3,1,4,2,3,5,--,2,6,4,2,3,0,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Mena Massoud,James Cromwell,Kirsten Dunst,Albert Brooks,Colin Firth,Mark Rylance,Julia Stiles,Emma Watson,Russell Crowe,Bárbara Lennie","
2h 09min
,
,,
,,
,
,

1h 23min
,
,,
,,
,
,
2h 07min
,
,,

,
,
1h 37min
,
,,
,,
,
,
2h 09min
,
,,
,
,
1h 47min
,
,,
,,
,
,
1h 56min
,
,,
,
,
1h 43min
,
,,
,
,
2h 38min
,

,,
,
,
1h 50min
,
,,
,
"
"John Musker,Ron Clements,Robert Wise,Jon Watts,Todd Haynes,Lenny Abrahamson,Gilles de Maistre,Randal Kleiser,Josh Cooley,Andrew Adamson,Stephen Daldry","Scott Weinger,Julie Andrews,Tom Holland,Cate Blanchett,Brie Larson,Mélanie Laurent,Ethan Hawke,Tom Hanks,Georgie Henley,Jamie Bell","Aladdin,Sonrisas y lágrimas,Spider-Man: Homecoming,Carol,La habitación,Mia y el león blanco,Colmillo Blanco,Toy Story 4,Las crónicas de Narnia: El león, la bruja y el armario,Billy Elliot (Quiero bailar)"," Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","4,2,2,5,--,4,0,4,2,--,3,9,4,2,5,0,--,4,6,4,2,5,0,--,4,2,4,2,3,5,--,3,3,4,2,--,4,2,2,0,--,3,9,4,1,--,3,5,4,1,2,5,--,3,6,4,1,2,5,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Robin Williams,Christopher Plummer,Michael Keaton,Rooney Mara,Jacob Tremblay,Langley Kirkwood,Klaus Maria Brandauer,Tim Allen,Skandar Keynes,Julie Walters","
1h 30min
,
,,
,,
,
,
2h 54min
,
,,

,,
,
,
2h 13min
,
,,
,
,
1h 58min
,
,,
,
,
1h 58min
,
,,
,
,
1h 37min
,
,,
,
,
1h 47min
,
,,

,
,
1h 40min
,
,,
,,
,
,
2h 20min
,
,,
,,
,
,
1h 50min
,
,
"
"Neil Jordan,James Wan,John McTiernan,Keenen Ivory Wayans,Tim Robbins,Ivan Reitman,Rich Moore,Christopher McQuarrie,Garth Jennings,Garth Davis","Tom Cruise,Vera Farmiga,Bruce Willis,Shawn Wayans,Susan Sarandon,Bill Murray,John C. Reilly,Matthew McConaughey,Dev Patel","Entrevista con el vampiro,Expediente Warren: El caso Enfield,Jungla de cristal,Dos ""rubias"" de pelo en pecho,Pena de muerte,Los cazafantasmas,¡Rompe Ralph!,Misión: Imposible - Fallout,¡Canta!,Lion"," Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos , Medios , Usuarios ,Sensacine,Mis amigos ","4,1,3,0,--,3,3,4,1,3,5,--,3,9,4,1,--,3,0,4,1,--,3,8,4,1,4,0,--,3,5,4,1,--,3,9,4,1,4,0,--,4,1,4,1,4,0,--,3,2,4,1,4,0,--,3,2,4,1,3,0,--,4,3,4,1,4,0,4,0,3,8,3,7,3,6,3,4,3,3,3,1","Brad Pitt,Patrick Wilson,Alan Rickman,Marlon Wayans,Sean Penn,Dan Aykroyd,Sarah Silverman,Henry Cavill,Reese Witherspoon,Rooney Mara","
2h 03min
,
,,
,,
,
,
2h 14min
,
,
,
2h 12min
,
,
,
1h 49min
,
,,
,
,
2h 02min
,
,
,
1h 45min
,
,,
,,
,
,
1h 48min
,

,,
,,
,
,
2h 28min
,
,,

,
,
1h 48min
,
,,
,,
,

,
1h 58min
,
,,
,
"
